Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2021-05-01 0:00:00,57790.66,58549,57049.63,57851.91,2248.56,130023044,57825.14
2021-05-02 0:00:00,57893.01,57967.01,56064.51,56622.66,1887.08,107163777.6,56788.02
2021-05-03 0:00:00,56599.91,59000,56500,57222.37,3636.52,210577616.8,57906.4
2021-05-04 0:00:00,57227.64,57250.85,53080.69,53236.84,5747.19,316945277.9,55147.83
2021-05-05 0:00:00,53221.75,57976.62,52924.5,57509.93,5504.56,309233720.6,56177.76
2021-05-06 0:00:00,57517.08,58420.83,55283,56447.39,5144.23,292223347.8,56806.01
2021-05-07 0:00:00,56425.82,58743.85,55288.11,57381.73,4234.71,241485865.5,57025.37
2021-05-08 0:00:00,57371.02,59564.24,56977.5,58984.75,2928.99,171828795.2,58664.79
2021-05-09 0:00:00,58964.89,59300.62,56256,58305.24,2589.63,149945356.7,57902.33
2021-05-10 0:00:00,58336.16,59603,53500,55880.72,6589.43,375398299.6,56969.79
2021-05-11 0:00:00,55854.43,56972.33,54500,56763.7,4203.17,234619525,55819.67
2021-05-12 0:00:00,56763.7,58021.26,48530,49386.56,6367.35,346622935,54437.52
2021-05-13 0:00:00,49419.44,51420.72,45700,49694.96,9096.38,450092958.7,49480.43
2021-05-14 0:00:00,49711.64,51572,48875.69,49880.43,4011.08,201758486.5,50300.27
2021-05-15 0:00:00,49883.89,50710.93,46448.53,46708.89,3613.93,174921159.1,48401.94
2021-05-16 0:00:00,46753.4,49800,43769.4,46444.75,5750.08,267582688,46535.45
2021-05-17 0:00:00,46446.42,46648.5,42100,43593.39,12262.72,540003862.2,44036.21
2021-05-18 0:00:00,43581.27,45872.05,42023.69,42877.75,6275.91,276431302.8,44046.38
2021-05-19 0:00:00,42900.85,43601.63,30066,36780.43,32468.86,1233363958,37986.05
2021-05-20 0:00:00,36793.39,43000,35000,40640.9,14703.03,585763330.7,39839.63
2021-05-21 0:00:00,40566.13,42297.89,33520,37335.16,13106.84,501570358.1,38267.83
2021-05-22 0:00:00,37318.43,38887.99,35260,37500.54,5720.01,213523515.4,37329.25
2021-05-23 0:00:00,37474.34,38311.74,31107.46,34706.79,9376.29,320233593.9,34153.54
2021-05-24 0:00:00,34735.35,39960,34426.21,38839.86,10213.18,381206446.9,37324.94
2021-05-25 0:00:00,38848.36,40000,36486.85,38397.72,5765.35,219203791.8,38020.92
2021-05-26 0:00:00,38385.87,40904,37859.74,39309.56,4205.61,165383293.2,39324.42
2021-05-27 0:00:00,39299.46,40429.47,37212.9,38503.47,4113.44,160304687.6,38970.97
2021-05-28 0:00:00,38578.5,38905.12,34710.23,35692.46,6167.02,224336970.4,36376.88
2021-05-29 0:00:00,35691.36,37348.01,33650,34632.08,4457.17,156799838.2,35179.26
2021-05-30 0:00:00,34644.09,36516.99,33425,35677.72,2979.72,105578080.8,35432.22
2021-05-31 0:00:00,35675.3,37540.96,34195.2,37341.41,4383.79,158951116.9,36258.82
2021-06-01 0:00:00,37279.89,37927.44,35699.98,36693.3,4348.75,159091714.2,36583.28
2021-06-02 0:00:00,36693.3,38256.3,35933.19,37589.36,4270.1,159542306.1,37362.63
2021-06-03 0:00:00,37585.12,39490,37176.06,39219.88,4058.94,156720692.6,38611.21
2021-06-04 0:00:00,39242.94,39277.36,35576.67,36887.32,5786.19,213732275.7,36938.37
2021-06-05 0:00:00,36851.58,37927.93,34849.65,35532.14,4106.35,149255532.3,36347.5
2021-06-06 0:00:00,35532.59,36510.58,35250,35808.85,2526.73,90744305.29,35913.68
2021-06-07 0:00:00,35810.69,36808.3,33321.09,33582.62,4913.04,174738848.9,35566.34
2021-06-08 0:00:00,33567.51,34085.61,31025,33411.69,9044.65,295411111.9,32661.43
2021-06-09 0:00:00,33413.19,37556.25,32423.72,37400,8539.59,300379531.3,35174.95
2021-06-10 0:00:00,37414.64,38446.24,35824.69,36707.54,5761.72,213850984,37115.79
2021-06-11 0:00:00,36724.97,37680.65,35958.49,37341.11,3741.23,138549651.2,37033.18
2021-06-12 0:00:00,37338.91,37445.55,34630,35542.76,3727.95,132933963.2,35658.71
2021-06-13 0:00:00,35563.66,39386.43,34783.9,39013.76,3601.92,133206837.5,36982.2
2021-06-14 0:00:00,39035.52,41050,38758.4,40532.79,6281.28,250256144.8,39841.58
2021-06-15 0:00:00,40544.19,41341.57,39526.47,40171.47,4078.8,164073553.9,40225.92
2021-06-16 0:00:00,40166.93,40506.59,38095.41,38353.99,4008.51,157401959.7,39266.92
2021-06-17 0:00:00,38361.38,39553.05,37350,38097.68,3569.25,137235493.8,38449.36
2021-06-18 0:00:00,38110.25,38208.68,35143.68,35840,4240.4,156056634.5,36802.3
2021-06-19 0:00:00,35849.18,36440,34718.21,35507.06,3129.33,111854162.4,35743.75
2021-06-20 0:00:00,35494.7,36125,33337,35589.77,3958.12,137783633,34810.39
2021-06-21 0:00:00,35598.66,35763.8,31238.69,31634.16,8580.06,281277014.6,32782.63
2021-06-22 0:00:00,31628.83,33315.85,28600,32545.26,9778.52,305226167.5,31213.95
2021-06-23 0:00:00,32547.57,35000,31670.89,33652.28,5855.58,197825431.9,33784.08
2021-06-24 0:00:00,33693.99,35289,32314.37,34649.32,4725.83,159456200.8,33741.44
2021-06-25 0:00:00,34652.68,35517.22,31271.02,31597.75,5099.26,168713068,33085.77
2021-06-26 0:00:00,31595.95,32714.46,30082.79,32269.38,3300.16,103208642.3,31273.83
2021-06-27 0:00:00,32293.98,34772.94,32015.82,34699.5,3260.57,108213766.4,33188.65
2021-06-28 0:00:00,34716.02,35357.13,33878.23,34487.11,3369.99,116326302,34518.25
2021-06-29 0:00:00,34494.42,36623.79,34240,35907.93,3179.51,113263661.9,35623.02
2021-06-30 0:00:00,35900.05,36099.82,34049.36,35037.23,3381.05,117960169.6,34888.67
2021-07-01 0:00:00,35059.71,35071.34,32700.88,33564.21,3118.76,104760187.5,33590.3
2021-07-02 0:00:00,33537.11,33981.51,32700.05,33811.56,2086.84,69508235.87,33307.91
2021-07-03 0:00:00,33810.46,34959.72,33333.1,34688.3,1244.5,42808110.73,34397.92
2021-07-04 0:00:00,34672.08,35960,34404.29,35289.21,1204,42630110.93,35406.96
2021-07-05 0:00:00,35255,35258.7,33143,33704.21,2254.35,76811531.18,34072.53
2021-07-06 0:00:00,33730.76,35100.49,33510.58,34244.09,2386.51,81774966.55,34265.57
2021-07-07 0:00:00,34231.95,34967,33979.09,34603.12,722.27,24966496.8,34566.9
